"Frequency","Reference area","Value","Unit of measure","Breaks","Coverage","Title (tseries level)","Time Period","1927-Q1","1927-Q2","1927-Q3","1927-Q4","1928-Q1","1928-Q2","1928-Q3","1928-Q4","1929-Q1","1929-Q2","1929-Q3","1929-Q4","1930-Q1","1930-Q2","1930-Q3","1930-Q4","1931-Q1","1931-Q2","1931-Q3","1931-Q4","1932-Q1","1932-Q2","1932-Q3","1932-Q4","1933-Q1","1933-Q2","1933-Q3","1933-Q4","1934-Q1","1934-Q2","1934-Q3","1934-Q4","1935-Q1","1935-Q2","1935-Q3","1935-Q4","1936-Q1","1936-Q2","1936-Q3","1936-Q4","1937-Q1","1937-Q2","1937-Q3","1937-Q4","1938-Q1","1938-Q2","1938-Q3","1938-Q4","1939-Q1","1939-Q2","1939-Q3","1939-Q4","1940-Q1","1940-Q2","1940-Q3","1940-Q4","1941-Q1","1941-Q2","1941-Q3","1941-Q4","1942-Q1","1942-Q2","1942-Q3","1942-Q4","1943-Q1","1943-Q2","1943-Q3","1943-Q4","1944-Q1","1944-Q2","1944-Q3","1944-Q4","1945-Q1","1945-Q2","1945-Q3","1945-Q4","1946-Q1","1946-Q2","1946-Q3","1946-Q4","1947-Q1","1947-Q2","1947-Q3","1947-Q4","1948-Q1","1948-Q2","1948-Q3","1948-Q4","1949-Q1","1949-Q2","1949-Q3","1949-Q4","1950-Q1","1950-Q2","1950-Q3","1950-Q4","1951-Q1","1951-Q2","1951-Q3","1951-Q4","1952-Q1","1952-Q2","1952-Q3","1952-Q4","1953-Q1","1953-Q2","1953-Q3","1953-Q4","1954-Q1","1954-Q2","1954-Q3","1954-Q4","1955-Q1","1955-Q2","1955-Q3","1955-Q4","1956-Q1","1956-Q2","1956-Q3","1956-Q4","1957-Q1","1957-Q2","1957-Q3","1957-Q4","1958-Q1","1958-Q2","1958-Q3","1958-Q4","1959-Q1","1959-Q2","1959-Q3","1959-Q4","1960-Q1","1960-Q2","1960-Q3","1960-Q4","1961-Q1","1961-Q2","1961-Q3","1961-Q4","1962-Q1","1962-Q2","1962-Q3","1962-Q4","1963-Q1","1963-Q2","1963-Q3","1963-Q4","1964-Q1","1964-Q2","1964-Q3","1964-Q4","1965-Q1","1965-Q2","1965-Q3","1965-Q4","1966-Q1","1966-Q2","1966-Q3","1966-Q4","1967-Q1","1967-Q2","1967-Q3","1967-Q4","1968-Q1","1968-Q2","1968-Q3","1968-Q4","1969-Q1","1969-Q2","1969-Q3","1969-Q4","1970-Q1","1970-Q2","1970-Q3","1970-Q4","1971-Q1","1971-Q2","1971-Q3","1971-Q4","1972-Q1","1972-Q2","1972-Q3","1972-Q4","1973-Q1","1973-Q2","1973-Q3","1973-Q4","1974-Q1","1974-Q2","1974-Q3","1974-Q4","1975-Q1","1975-Q2","1975-Q3","1975-Q4","1976-Q1","1976-Q2","1976-Q3","1976-Q4","1977-Q1","1977-Q2","1977-Q3","1977-Q4","1978-Q1","1978-Q2","1978-Q3","1978-Q4","1979-Q1","1979-Q2","1979-Q3","1979-Q4","1980-Q1","1980-Q2","1980-Q3","1980-Q4","1981-Q1","1981-Q2","1981-Q3","1981-Q4","1982-Q1","1982-Q2","1982-Q3","1982-Q4","1983-Q1","1983-Q2","1983-Q3","1983-Q4","1984-Q1","1984-Q2","1984-Q3","1984-Q4","1985-Q1","1985-Q2","1985-Q3","1985-Q4","1986-Q1","1986-Q2","1986-Q3","1986-Q4","1987-Q1","1987-Q2","1987-Q3","1987-Q4","1988-Q1","1988-Q2","1988-Q3","1988-Q4","1989-Q1","1989-Q2","1989-Q3","1989-Q4","1990-Q1","1990-Q2","1990-Q3","1990-Q4","1991-Q1","1991-Q2","1991-Q3","1991-Q4","1992-Q1","1992-Q2","1992-Q3","1992-Q4","1993-Q1","1993-Q2","1993-Q3","1993-Q4","1994-Q1","1994-Q2","1994-Q3","1994-Q4","1995-Q1","1995-Q2","1995-Q3","1995-Q4","1996-Q1","1996-Q2","1996-Q3","1996-Q4","1997-Q1","1997-Q2","1997-Q3","1997-Q4","1998-Q1","1998-Q2","1998-Q3","1998-Q4","1999-Q1","1999-Q2","1999-Q3","1999-Q4","2000-Q1","2000-Q2","2000-Q3","2000-Q4","2001-Q1","2001-Q2","2001-Q3","2001-Q4","2002-Q1","2002-Q2","2002-Q3","2002-Q4","2003-Q1","2003-Q2","2003-Q3","2003-Q4","2004-Q1","2004-Q2","2004-Q3","2004-Q4","2005-Q1","2005-Q2","2005-Q3","2005-Q4","2006-Q1","2006-Q2","2006-Q3","2006-Q4","2007-Q1","2007-Q2","2007-Q3","2007-Q4","2008-Q1","2008-Q2","2008-Q3","2008-Q4","2009-Q1","2009-Q2","2009-Q3","2009-Q4","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4"
"Q:Quarterly","AE:United Arab Emirates","R:Real","628:Index, 2010 = 100",,,,"Q:AE:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.2386","89.2369","86.7327","88.6604","98.7868","101.3956","102.7829","103.5232","105.6021","105.9965","105.3246","103.3177","108.2069","110.1618","118.983","113.0563","121.7267","126.8266","134.7827","143.378","151.0587","156.1909","149.483","134.2605","123.4448","117.2325","113.1705","111.053","105.1652","102.0352","98.1515","94.7804","96.8506","96.8005","98.5504","100.7426","102.9097","108.802","112.7309","117.7608","118.5551","125.5026","135.3688","145.3546","160.8274","166.2997","163.6592","159.2344","149.6971","143.0902","139.5383","137.4472","138.1049","137.5121","135.4347","134.7665","132.6617","133.4464","130.7094","126.8403","120.4333","119.898","116.1359","114.2922","114.4298","110.5272","109.8041","109.0724","107.1961","105.1173","103.8844","104.3755","105.2058","107.8789","111.3549","112.0104"
"Q:Quarterly","AE:United Arab Emirates","R:Real","771:Year-on-year changes, in per cent",,,,"Q:AE:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0992","13.6252","18.5053","16.7637","6.899","4.5375","2.4729","-0.1985","2.4666","3.9297","12.9679","9.4259","12.4944","15.1276","13.279","26.8199","24.0967","23.1531","10.9067","-6.3591","-18.2803","-24.9428","-24.2921","-17.2854","-14.8079","-12.9634","-13.2711","-14.653","-7.9063","-5.1304","0.4064","6.2906","6.2561","12.3982","14.3891","16.8928","15.203","15.3496","20.0813","23.4321","35.6562","32.507","20.8988","9.549","-6.9206","-13.9564","-14.7385","-13.6825","-7.7438","-3.8983","-2.9408","-1.9503","-3.9413","-2.9566","-3.489","-5.8814","-9.2177","-10.1528","-11.1496","-9.8928","-4.9849","-7.8156","-5.452","-4.5671","-6.3215","-4.8947","-5.3912","-4.3062","-1.8567","2.6272","7.1912","7.3148"
"Q:Quarterly","AT:Austria","N:Nominal","628:Index, 2010 = 100",,,,"Q:AT:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2986","78.9629","77.6272","77.3915","81.1628","77.6272","80.77","77.3915","79.9057","78.57","81.2414","79.0414","80.3771","79.5914","78.8057","80.8486","74.7987","78.7272","79.12","80.8486","81.1628","81.9485","82.0271","83.9914","84.9342","85.6413","86.1913","85.877","88.3913","90.1984","90.7484","89.3341","89.9627","89.3341","90.9841","92.2412","94.0483","94.4412","93.8912","94.284","99.3125","99.7054","99.7839","101.1982","103.8696","101.0411","105.7553","106.2267","115.0265","116.7551","118.3265","118.405","120.605","122.5692","123.9049","123.2764","125.5549","128.462","126.8906","126.262","130.0334","130.3477","131.9976","135.8476","140.5618","142.7617","141.426","142.0546","143.7831","147.9474","147.8688","148.7331","154.3115","155.2544","159.6543","159.7329","161.9328","163.8971","163.2685","164.6042","167.4327","172.4612","178.7468","181.0253","188.0966","192.7323","197.3679",""
"Q:Quarterly","AT:Austria","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:AT:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0762","-1.6916","4.0486","0","-1.5489","1.2145","0.5836","2.1319","0.5899","1.3","-2.9981","2.2864","-6.9403","-1.0858","0.3988","0","8.5083","4.0917","3.6743","3.8873","4.6467","4.5062","5.0766","2.245","4.0703","5.3211","5.2872","4.0256","1.7778","-0.9582","0.2597","3.2542","4.5414","5.7169","3.1952","2.2146","5.5973","5.5741","6.2761","7.3334","4.5886","1.3396","5.9843","4.969","10.7413","15.5521","11.8871","11.4644","4.8498","4.9797","4.7144","4.1142","4.1042","4.8077","2.4097","2.4219","3.567","1.4679","4.0247","7.5918","8.0967","9.5238","7.1429","4.5691","2.2917","3.6324","4.5556","4.7014","7.3224","4.9389","7.9702","7.3957","4.9389","5.5668","2.2638","3.0497","3.3964","5.2253","9.4803","9.9761","12.3416","11.754","10.4176",""
"Q:Quarterly","AT:Austria","R:Real","628:Index, 2010 = 100",,,,"Q:AT:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2337","95.9603","93.6961","92.7211","96.5589","91.507","95.0108","90.7854","93.261","90.994","93.9532","91.1024","92.182","91.1021","89.9908","92.0751","84.6353","88.3585","88.4321","89.6299","89.2776","89.8092","89.6949","91.5215","92.3295","92.2671","92.7825","92.3678","94.5232","95.3621","95.8354","93.1274","93.1111","91.1611","92.6304","94.0674","96.2776","96.1039","95.5605","95.5572","100.2603","99.5179","99.7654","100.4564","101.9444","97.6346","102.1284","102.0052","110.0495","110.3654","111.6454","110.6189","112.5855","113.4304","114.8147","113.4041","115.3749","116.8292","115.6526","114.5349","118.4674","117.3456","119.2164","122.2969","126.8142","127.7866","126.7722","126.2068","127.2012","129.9218","129.8073","129.2527","134.0539","133.714","137.2204","135.9818","138.2774","138.8192","138.4272","138.2961","140.2961","144.5096","149.2772","150.1789","155.5303","157.5435","159.8206",""
"Q:Quarterly","AT:Austria","R:Real","771:Year-on-year changes, in per cent",,,,"Q:AT:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.7049","-4.6408","1.4031","-2.0877","-3.4154","-0.5606","-1.1131","0.3492","-1.157","0.1188","-4.2175","1.0676","-8.1868","-3.0115","-1.7321","-2.6557","5.485","1.6418","1.428","2.1105","3.4185","2.7368","3.4423","0.9246","2.3759","3.3544","3.2904","0.8224","-1.494","-4.4053","-3.3443","1.0093","3.4008","5.422","3.1632","1.5838","4.1366","3.5524","4.4003","5.127","1.6797","-1.8925","2.3685","1.5417","7.9506","13.0393","9.3187","8.4444","2.3043","2.7771","2.8387","2.5178","2.4776","2.9963","0.7298","0.9972","2.6804","0.442","3.0815","6.7769","7.0457","8.8977","6.3378","3.1971","0.3051","1.6709","2.3941","2.4134","5.3873","2.9188","5.7108","5.2061","3.1506","3.8181","0.8795","1.7019","1.4599","4.0991","7.8381","8.5923","10.8586","9.0194","7.0629",""
"Q:Quarterly","AU:Australia","N:Nominal","628:Index, 2010 = 100",,,,"Q:AU:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1274","3.1846","3.2736","3.3753","3.4707","3.5501","3.6582","3.798","3.8806","3.9474","4.0586","4.2779","4.3987","4.6593","5.0375","5.3871","5.7368","5.9306","6.0005","6.1436","6.2675","6.5281","6.7125","6.9095","7.1765","7.3449","7.3354","7.5738","7.7708","7.9552","7.9806","8.1268","8.3429","8.3175","8.3588","8.451","8.9055","9.4648","9.6746","9.8431","10.0624","10.5772","10.9141","11.2828","12.0011","12.3952","12.1632","12.7384","12.6018","12.9895","12.7607","12.7067","13.0404","13.498","13.4122","14.0288","14.4897","14.8297","15.4463","15.4273","16.2123","16.3744","16.7494","16.9941","17.3692","17.8395","17.3501","17.5503","17.7474","17.9444","18.2527","19.1299","19.9753","21.0464","23.1059","25.4197","27.4792","28.0163","28.0163","28.1021","28.242","28.4962","28.242","28.4104","28.3818","28.7219","29.5959","29.5959","29.3989","29.4847","29.5101","29.793","30.0758","30.2729","30.3015","30.5843","30.9212","31.2899","31.7698","31.6268","31.9383","31.7126","31.7698","31.7126","31.6554","32.0495","32.1639","32.2466","32.5294","32.9521","33.5465","34.1948","35.0403","35.803","35.803","36.3942","37.0457","37.8912","38.5967","39.8649","40.599","41.5589","41.5017","42.4901","43.4213","44.9723","47.3147","49.0913","50.9538","53.9858","56.236","58.2892","59.8529","63.082","66.7942","69.3114","69.0223","68.3446","68.3446","69.5063","69.4095","69.8935","69.7967","71.152","71.9264","74.5402","75.8955","77.2507","77.9284","81.4134","84.3175","87.5121","87.8993","87.1249","85.1888","84.0271","83.8335","87.3185","90.9971","96.031","99.0319","100.9681","99.7096","100.2904","99.4192","98.7415","96.999","96.2246","96.8054","97.1926","96.999","99.1288","99.8064","102.3233","104.8403","109.0029","110.5518","112.6815","114.0368","116.3601","118.1994","123.7173","126.2343","126.4279","126.2343","128.7512","130.6873","136.1084","139.1094","141.8199","141.5295","142.8848","141.9167","140.9487","138.819","135.5276","131.4618","130.4937","133.6883","138.9158","141.1423","138.6254","139.6902","143.9497","151.6941","161.8587","169.9903","178.0252"
"Q:Quarterly","AU:Australia","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:AU:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9756","11.477","11.7476","12.5235","11.8132","11.1907","10.947","12.636","13.3497","18.0354","24.119","25.9287","30.4191","27.2851","19.1167","14.0413","9.2521","10.075","11.8644","12.4677","14.503","12.5122","9.2803","9.6136","8.2817","8.3081","8.7955","7.3017","7.362","4.5545","4.7391","3.989","6.7429","13.7944","15.7414","16.4724","12.9907","11.7529","12.8121","14.6271","19.2672","17.1875","11.4444","12.9014","5.0053","4.7949","4.9125","-0.2495","3.4805","3.9149","5.1059","10.4052","11.1138","9.8658","15.1659","9.9683","11.8886","10.4158","8.4362","10.1566","7.1359","8.948","3.5863","3.2729","2.1775","0.5879","5.2024","9.0004","12.5537","17.2866","26.5889","32.8792","37.5656","33.1169","21.2517","10.5526","2.7759","1.713","0.8054","1.097","0.4952","0.7919","4.7941","4.1727","3.5834","2.6557","-0.2899","0.6658","2.3027","2.6733","2.6817","2.6563","2.8109","3.3596","4.8458","3.4085","3.2891","1.3509","0","0.2713","-0.8857","1.0623","1.2405","1.6837","2.761","2.8163","4.2984","6.0418","7.7186","8.6516","6.7267","6.4318","5.7234","5.8322","7.8029","9.5363","9.5916","9.6796","7.5264","6.5853","6.9516","8.2135","14.0067","15.5359","17.3474","20.0424","18.8554","18.7362","17.4651","16.8492","18.7747","18.9095","15.3198","8.3425","2.3212","0.2812","0.561","2.2663","2.1246","2.3677","3.6262","6.6482","8.7379","8.5714","8.3445","9.2208","11.0969","13.2832","12.795","7.0155","1.0333","-3.9823","-4.6256","0.2222","6.8182","14.2857","18.1293","15.6319","9.5745","4.4355","0.391","-2.2052","-2.7184","-4.0541","-2.629","-1.5686","0","3.0181","3.1","5.2789","8.0838","9.9609","10.7662","10.123","8.7719","6.7496","6.9177","9.7938","10.6961","8.6522","6.7977","4.0689","3.5276","7.657","10.1994","10.1504","8.2963","4.9787","2.0181","-0.6143","-1.9152","-5.1491","-7.367","-7.4176","-3.696","2.5","7.3638","6.2315","4.4895","3.6237","7.476","16.7598","21.6909","23.6718"
"Q:Quarterly","AU:Australia","R:Real","628:Index, 2010 = 100",,,,"Q:AU:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3066","31.5506","32.1013","32.4367","33.0228","33.4476","33.481","34.1111","34.5306","34.8022","35.1382","36.7062","37.0803","37.9458","39.6809","41.0876","42.4078","42.2173","40.6093","40.163","39.3666","39.7059","40.5704","39.5241","39.8648","39.8785","38.9466","37.9084","38.1009","38.0344","37.4115","37.1898","37.6411","36.8346","36.3476","35.9354","37.2094","38.5412","38.4186","37.9887","38.0706","38.7966","39.4304","39.8631","41.4858","41.9429","40.3063","40.5353","39.3192","39.6284","37.6166","36.3426","36.5359","37.0618","36.2055","36.9361","38.3597","39.1521","40.2274","39.6406","41.1082","40.5561","40.5445","40.3243","40.3183","40.7216","38.5959","37.9862","37.6495","37.4883","37.4805","38.6215","39.6618","41.0255","44.2326","47.7116","51.0783","50.7994","49.6747","48.9242","48.2928","47.9595","47.2009","46.2753","46.3072","46.7826","47.9623","47.4819","47.1658","47.4619","47.4234","47.639","47.6945","47.8491","47.6591","48.0254","48.3176","48.5777","49.0061","48.3971","48.1077","47.1033","46.6119","46.1755","45.953","46.1763","46.2026","46.2522","46.5884","47.3349","48.4057","49.1935","50.2592","51.0486","50.9729","51.5853","52.5088","53.4705","53.9905","55.4416","55.9766","56.8918","54.7093","55.8591","56.4653","58.0113","60.8694","62.5687","64.3451","67.729","70.0945","72.1855","73.1789","77.127","81.1495","83.784","82.7062","81.4878","81.1856","81.9577","81.2455","81.3168","80.4252","81.5955","81.8004","83.3913","84.124","85.7251","86.4771","89.2112","91.7657","94.3873","93.5451","91.405","88.3133","87.3918","87.0962","90.3262","93.2284","97.864","99.9682","101.2842","99.2963","99.4624","97.1941","95.6559","93.4029","92.6571","93.1231","93.03","91.5678","93.3948","93.666","95.6544","96.8764","99.954","100.7972","102.2539","102.9975","104.8988","106.3573","110.5975","112.3251","112.0823","112.1175","113.9318","114.7994","118.9093","120.9811","123.1156","122.0914","122.4909","121.1208","119.8688","117.5375","114.1473","110.7228","109.2373","111.3297","114.8865","116.3274","116.4502","115.5269","118.0338","123.6455","130.9311","136.4751","141.0406"
"Q:Quarterly","AU:Australia","R:Real","771:Year-on-year changes, in per cent",,,,"Q:AU:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4818","6.0125","4.2977","5.1622","4.566","4.05","4.9499","7.6076","7.3839","9.0327","12.928","11.9366","14.3675","11.2566","2.3397","-2.2503","-7.1714","-5.9486","-0.0959","-1.5908","1.2657","0.4346","-4.0024","-4.0881","-4.4249","-4.6242","-3.9415","-1.8956","-1.2068","-3.1546","-2.8438","-3.373","-1.1468","4.633","5.6978","5.7139","2.3144","0.6629","2.6336","4.9343","8.9708","8.1096","2.2214","1.686","-5.2225","-5.5183","-6.673","-10.3433","-7.0788","-6.4766","-3.7514","1.6333","4.9918","5.6402","11.1085","7.322","7.165","3.5859","0.7883","1.7248","-1.9215","0.4081","-4.8061","-5.7984","-6.6192","-7.9402","-2.8901","1.6726","5.3447","9.4357","18.0151","23.5361","28.7848","23.8238","12.3033","2.5416","-5.4535","-5.5904","-4.9799","-5.4143","-4.1116","-2.454","1.6131","2.6075","1.8542","1.4521","-1.1236","0.3308","1.121","0.8157","0.497","0.8112","1.3064","1.5228","2.8263","0.7739","-0.4345","-3.0352","-4.8855","-4.5903","-4.4789","-1.968","-0.8781","0.166","1.3827","2.509","4.7682","6.3593","7.8794","7.8456","5.3036","4.862","4.4759","4.7444","5.9199","7.4755","6.6042","6.3986","1.3314","0.753","0.8732","1.9676","11.2596","12.0116","13.955","16.7514","15.1556","15.37","13.7289","13.8759","15.7716","16.0676","13.0192","5.6541","0.0446","-2.1797","-1.7662","-0.2099","-0.9366","-0.4419","0.683","2.5511","4.5991","5.061","5.7173","6.9791","9.0839","10.1047","8.1733","2.4591","-3.7622","-7.4115","-6.8939","-1.1802","5.5655","11.983","14.779","12.1316","6.5087","1.6333","-2.7749","-5.557","-5.9352","-6.8421","-4.1885","-2.7451","-1.9646","0.7961","0.5829","2.821","5.7974","7.023","7.6135","6.8994","6.3184","4.947","5.5161","8.1597","9.0562","6.8481","5.4159","3.0148","2.2028","6.091","7.9056","8.0608","6.352","3.0121","0.1154","-2.6372","-3.73","-6.8116","-8.5848","-8.8692","-5.2816","0.6476","5.0618","6.6029","3.7701","2.7395","6.2909","12.4353","18.1327","19.4917"
"Q:Quarterly","BE:Belgium","N:Nominal","628:Index, 2010 = 100",,,,"Q:BE:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5112","8.5542","8.4554","8.1245","8.2405","8.3608","8.4511","8.3308","8.6659","9.0096","9.3232","9.3147","9.7228","10.1439","10.5177","10.6422","10.9129","11.8152","12.305","12.1503","12.9709","13.4091","13.7915","14.3157","15.7636","16.1073","16.8033","17.349","18.161","18.7152","19.5101","20.4811","20.7474","21.0267","21.929","22.1438","22.8312","23.0074","23.712","23.5358","24.1932","23.5831","23.4757","22.5863","22.4918","22.2125","22.1782","21.8602","21.1599","21.0052","21.8516","21.4692","21.0654","20.9322","21.1513","20.9494","21.2158","21.3489","21.7485","21.4864","21.5208","21.3275","22.1739","22.0493","22.075","22.3457","23.5058","23.205","23.8194","23.828","24.683","24.6357","25.0525","25.8473","26.7968","27.0675","28.4123","29.1598","30.2941","31.4198","32.4724","32.3951","33.3489","33.7269","33.9246","33.4176","34.8784","35.3295","35.8322","36.7087","37.0696","37.1125","37.3231","38.38","38.7624","40.0513","40.1114","40.7301","41.8343","41.7441","42.1093","42.3714","43.5744","43.8021","42.9213","43.497","44.4079","44.7516","43.0244","44.6098","46.0104","46.1436","46.6205","46.8268","48.9148","48.8547","49.8214","50.7623","52.5324","51.686","53.2714","53.4905","54.2424","54.9169","55.7289","56.2359","57.2241","57.1683","58.4529","59.5313","61.0608","61.7998","62.7579","63.368","65.0909","66.2251","68.0081","68.3519","70.9297","72.5151","75.8071","77.5043","80.2676","81.856","83.4444","85.7182","88.1987","88.8732","90.9729","92.7789","94.5413","94.9112","95.8359","97.1959","98.5884","98.0444","96.7716","95.8359","98.0771","97.1523","98.2185","99.1324","101.0254","101.6237","102.3418","103.2774","105.3118","105.1378","105.8884","105.9863","107.1831","106.3127","106.9872","107.2701","108.5974","107.5203","105.5294","106.2583","107.6618","108.5539","105.9646","108.3145","110.6971","110.1966","109.4025","110.6971","113.4822","113.0797","114.2438","113.8739","117.6925","117.0941","117.1377","118.2909","120.6843","120.0424","121.3479","121.8593","126.1566","125.7758","125.6453","127.3316","130.1384","132.9779","134.3487","136.7639","140.8002","141.0286"
